2274,1.0792,1.1139,2.7917,2.6532,2.3181,1.9494,0.4771,0.4771,1.3802,0.9031,4.7161,0.9031,0.9031,4.4021,0.9031,0.9031,0.9031,1.3424,0.4771,1.3617,0.0000,1.1461,0.4771,1.1139,0.0000,0.9031,4.4021,0.9031,0.9031,0.4771,0.6990,0.9031,0.9031,1.2927,1.6272,1.8596
17754,1.2553,1.1139,2.8470,3.0187,2.2718,1.7634,1.0792,1.0792,1.0792,0.6021,4.4455,0.6021,0.6021,4.2002,0.6021,0.6021,0.6021,0.0000,0.0000,0.6990,0.0000,0.0000,0.0000,0.4771,0.0000,0.6021,4.2002,0.6021,0.6021,0.0000,0.3010,0.6021,0.8451,1.4121,1.7047,1.9339
19170,1.5563,1.1461,2.8182,2.9628,2.8657,2.4609,1.6128,1.5441,1.3802,1.1139,4.9332,1.1139,1.0000,4.2528,0.8451,0.8451,0.8451,0.0000,1.2788,2.2201,0.0000,0.0000,0.9542,1.9731,0.0000,0.8451,4.2528,0.8451,0.8451,0.4771,0.6990,0.8451,1.0792,1.2368,1.3835,1.3964
22938,1.2788,1.1139,2.5809,2.9149,2.4362,2.0294,1.2304,1.2304,1.1761,1.0000,4.2278,1.0000,1.0000,3.7882,1.0000,1.0000,1.0000,0.0000,0.3010,1.4914,0.0000,0.0000,0.3010,1.3979,0.0000,1.0000,3.7882,1.0000,1.0000,0.6021,0.9031,1.0000,1.2788,1.4914,1.7627,1.9339
28026,1.5563,1.1461,2.7152,2.6454,2.2742,1.9731,1.1761,1.1761,1.0792,0.7782,4.3509,0.7782,0.7782,3.6520,0.3010,0.3010,0.3010,0.0000,0.0000,1.6628,0.0000,0.0000,0.0000,1.4914,0.0000,0.3010,3.6520,0.3010,0.3010,0.3010,0.3010,0.3010,0.4771,1.0927,1.5194,1.5805
26115,1.5798,1.0792,2.7987,2.7451,0.6532,0.6532,0.6532,0.6532,0.0000,0.6532,3.2574,0.6532,0.6532,2.9566,0.6532,0.6532,0.6532,0.0000,0.0000,0.6532,0.0000,0.0000,0.0000,0.6532,0.0000,0.6532,2.9566,0.6532,0.6532,0.0000,0.5441,0.6532,0.9031,0.8987,1.2191,1.3583
30951,1.1761,0.9031,2.7745,1.3424,1.6990,1.1222,1.0607,0.9890,0.0000,0.9890,4.4352,0.9890,0.9031,4.2901,0.9031,0.9031,0.9031,0.0000,0.6532,0.6532,0.0000,0.0000,0.4393,0.6532,0.0000,0.9031,4.2901,0.9031,0.9031,0.3979,0.7782,0.9031,0.9542,1.1562,1.1345,1.1909
31026,1.5185,1.0792,2.3424,3.2388,2.1903,1.3424,1.1761,1.1761,0.9031,0.9031,4.5266,0.9031,0.9031,3.9972,0.9031,0.9031,0.9031,0.0000,0.0000,0.9031,0.0000,0.0000,0.0000,0.9031,0.0000,0.9031,3.9972,0.9031,0.9031,0.4857,0.7782,0.9031,1.1761,0.7782,1.4150,1.6928
62127,1.1461,0.3010,2.1367,2.6474,3.6765,3.3916,2.1818,2.1038,1.9912,1.5441,5.0776,1.5441,1.4150,4.7354,1.3222,1.3222,1.3222,3.1242,1.7076,2.5539,0.0000,2.9484,1.5051,2.4216,0.0000,1.3222,4.7354,1.3222,1.3222,0.9031,1.1761,1.3222,1.6532,1.9639,2.2626,2.5929
135033,0.6990,1.0792,2.7093,3.1086,2.4298,2.0969,1.3979,1.3802,1.4150,1.0000,3.9238,1.1139,0.9542,3.4759,0.9031,1.0414,0.8451,2.1931,0.0000,1.1461,0.0000,1.9395,0.0000,1.0000,0.0000,0.9031,3.4759,1.0414,0.8451,0.4771,1.0000,1.0414,1.2553,1.4472,1.7196,1.8929
135831,1.4314,0.9542,2.6160,3.3228,2.1614,1.6990,1.1761,1.1461,1.0000,0.6990,4.6894,0.6990,0.6990,4.4934,0.6990,0.6990,0.6990,0.0000,0.4771,1.3010,0.0000,0.0000,0.4771,1.2553,0.0000,0.6990,4.4934,0.6990,0.6990,0.4771,0.4771,0.6990,0.9542,1.1212,1.3073,1.5243
134391,1.5563,1.1461,1.9395,3.3141,1.5563,0.9031,0.0000,0.0000,0.0000,0.9031,3.8626,0.9031,0.9031,3.7731,0.9031,0.9031,0.9031,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9031,3.7731,0.9031,0.9031,0.6021,0.7782,0.9031,0.9031,1.1139,1.1629,1.5825
140661,1.1761,0.9031,1.5185,2.5159,2.1004,1.5441,1.1761,1.1461,0.9031,0.6990,3.8986,0.6990,0.6990,3.3966,0.6021,0.6021,0.6021,0.0000,0.4771,0.8451,0.0000,0.0000,0.4771,0.8451,0.0000,0.6021,3.3966,0.6021,0.6021,0.3010,0.6021,0.6021,1.0792,1.2191,1.5204,1.9386
137244,1.1461,0.3010,2.7084,3.1467,2.9465,2.5911,1.6435,1.5682,1.5563,1.0000,4.3404,1.0000,1.0000,4.3404,1.0000,1.0000,1.0000,0.0000,0.0000,2.2833,0.0000,0.0000,0.0000,2.1271,0.0000,1.0000,4.3404,1.0000,1.0000,0.6990,0.9031,1.0000,1.1461,1.3363,1.6164,1.7745
140181,1.5185,1.0792,2.6263,3.1617,1.7993,1.2788,1.1761,0.8451,0.6021,0.6990,3.8807,0.6990,0.6990,3.4325,0.6021,0.6021,0.6021,0.0000,0.0000,0.9031,0.0000,0.0000,0.0000,0.7782,0.0000,0.6021,3.4325,0.6021,0.6021,0.4771,0.4771,0.6021,0.8451,1.1418,1.6552,1.7669
